candidate_source,existing_record_id,candidate_pages,existing_pages,candidate_text_sha256,existing_text_sha256,candidate_text_chars,existing_text_chars,text_similarity,result,replacement_candidate,candidate_error,existing_error
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（山东）数学高考真题/2020年高考数学试卷（新高考Ⅰ卷）（山东）（空白卷）.pdf,deekur-2020-10-math,5,2,16edc5b737d35d94cb195436995d2ed59afe1110d6b4a9ec808664645e83d34b,24cb97da00752d6aca77f64e2345da6e34b297056c85092cd5ab70d714df6413,3074,2790,0.615,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（山东）数学高考真题/2022年高考数学试卷（新高考Ⅰ卷）（空白卷）.pdf,deekur-2022-31-math,5,2,94fc1f5de1bf98d7da056561c4f0e3a587c7def4c967ecf1eb69bd2a26883eba,b24d853c3d228eca9875d0952c552afff22fecc2899cfcdf0a99e65c732d1941,2946,2352,0.480,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（山西）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（山西）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（广东）数学高考真题/2022年高考数学试卷（新高考Ⅰ卷）（空白卷）.pdf,deekur-2022-31-math,5,2,94fc1f5de1bf98d7da056561c4f0e3a587c7def4c967ecf1eb69bd2a26883eba,b24d853c3d228eca9875d0952c552afff22fecc2899cfcdf0a99e65c732d1941,2946,2352,0.480,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（广东）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（新疆）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（新疆）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2008年高考数学试卷（江苏）（空白卷）.pdf,deekur-2008-math-73df050f49b1,5,2,c01cd2a11bcb1cfef4290b7ed7691866c3a2c23e70ce06af538c1214a6f29a06,3a84c09faa34b69e377731cd03553fbcd9c2ff93cb58ac90f53ac0d664d95c5f,2728,2659,0.581,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2009年高考数学试卷（江苏）（空白卷）.pdf,deekur-2009-math-21fa13c774f2,6,2,8a0c94a01daade1376f6d5f52569caec227a8b9a4ad703fbeed00d6083c19cc7,c67ba856cb7c2822cbfce7d1963e9aa21702356d0d1cf26b8a661e0b73db2fbb,3265,2615,0.568,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2010年高考数学试卷（江苏）（空白卷）.pdf,deekur-2010-math-a4fe957b5b79,6,2,8c0ee61ba89586dc9dea7aff70d1d6050906bbe65c19a08d05525d9af6cce9ba,8593f91e0a17f95e83380af9fc3e8f7bbc76d68ba6e1870f879eab20d930052b,3265,2494,0.548,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2011年高考数学试卷（江苏）（空白卷）.pdf,deekur-2011-math-1c7034f2732e,7,2,ff0e2c1958e15d233adf8b5f40a0c97f9dad9df1d8f3eed326f4a5ab5ff813a4,fd8491d9a5c9358cc2456080aba6af6b18ab0dab47b392397d51d310159ec923,2814,2202,0.499,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2012年高考数学试卷（江苏）（空白卷）.pdf,deekur-2012-math-1f98e5f38c25,7,2,b19e63a87a8d69f7a8a2676fbfcb491159081418b4baf32642f0990ba58ee2c9,debb8fe4262a5bcf80d592ddb103c53d2fa3cf407557e3d297150de5838a47ef,3108,2215,0.453,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2013年高考数学试卷（江苏）（空白卷）.pdf,deekur-2013-math-746a2b7d413d,6,2,9b674618df9962746c310289074afbea94d19d0bbb31ebf5512b556f1d81394e,746434c1f960a265ab876e202f9b6e96611a6c3b88be5cb67a027475a96a2282,2810,2311,0.477,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2014年高考数学试卷（江苏）（空白卷）.pdf,deekur-2014-math-bbb0e615d824,6,2,a61fb0b928243c956d03ba5f69eae1e70d2b4ee9fd18debb95e07db9e236ee85,4660f3986960158563e7de61c1898d4b5db61af238f09a69a8ae03b4fcfd23c5,2671,2288,0.513,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2015年高考数学试卷（江苏）（空白卷）.pdf,deekur-2015-math-d5f7b14d4518,5,2,d6c3393a3ed506440781ff091a353f4eaceb8de1d1964c65f86fa1a7e57fbdd9,4f1d310ffddb81f9df8086af80748efcf15f8b672f8de17204b91d3b5c21d694,2558,2138,0.582,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2016年高考数学试卷（江苏）（空白卷）.pdf,deekur-2016-math-8be111cf982c,5,2,b5f63fdb699f674bd4465a61f4546ea04e8141b2f21ab378a3654125313fb8b0,42c582792a76bbf195970f7977efb1eee1e68d3cca18b0867628a362e7032575,2518,2219,0.536,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2017年高考数学试卷（江苏）（空白卷）.pdf,deekur-数学-2017-014,11,2,18072e98aa44b5e6aa27b707482eb31aec4f57af5e03c5eb61b64995f8f3c15c,e37697c7daff38e490c8b2424185fcdd19fbaf92eb624fd79f58a6955264e30b,2523,2573,0.644,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2018年高考数学试卷（江苏）（空白卷）.pdf,deekur-数学-2018-027,6,2,20575c29c0c1388cfa5bbd36d6ece46fc59a2a7d1709eb4815585c9061b57881,bfaa8e8fa551470a9a1065bf64540c2e212fbee70fbcc591d96441de3cd44fea,3144,2466,0.527,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2019年高考数学试卷（江苏）（空白卷）.pdf,deekur-数学-2019-040,6,2,dd343eee28d7a3b306672d1f992b83abf225a30f8d612706d4ffc6c87fc99fe8,cc32d74a5f0352f8d4d974f85583478fc8d925880da01202a9066cc9e84dfc95,3078,2317,0.496,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2020年高考数学试卷（江苏）（空白卷）.pdf,deekur-2020-12-math,6,2,7cb7aba09a220a02b7f9f5e22d5e30544f945720e8a0894371f03968329de01d,5d3ee5a52dbc14f4a1923db9a0da86e7d083e035981fc9d238782330f7c87425,3107,2473,0.585,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2022年高考数学试卷（新高考Ⅰ卷）（空白卷）.pdf,deekur-2022-31-math,5,2,94fc1f5de1bf98d7da056561c4f0e3a587c7def4c967ecf1eb69bd2a26883eba,b24d853c3d228eca9875d0952c552afff22fecc2899cfcdf0a99e65c732d1941,2946,2352,0.480,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江苏）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江西）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江西）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（江西）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（河北）数学高考真题/2022年高考数学试卷（新高考Ⅰ卷）（空白卷）.pdf,deekur-2022-31-math,5,2,94fc1f5de1bf98d7da056561c4f0e3a587c7def4c967ecf1eb69bd2a26883eba,b24d853c3d228eca9875d0952c552afff22fecc2899cfcdf0a99e65c732d1941,2946,2352,0.480,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（河北）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（河南）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（河南）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（河南）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2017年高考数学试卷（浙江）（空白卷）.pdf,deekur-数学-2017-015,4,2,4b94f3bb2220937927a8b7384ba24149eb1252f18c2c976b0f23809167ff7238,e57c73b504c377de3b1492a4ab0bb2cffb93057d7e7ec23b55244cf306d2e275,1905,1952,0.507,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2018年高考数学试卷（浙江）（空白卷）.pdf,deekur-数学-2018-028,5,2,ca9b268d02de0299fc533dbff6d400a2173198e926cd176fd376241ddea13edf,a5ea703a85ca937454b2237b9b1807d316a65942acb10b5b336865e3bb35a749,2650,1943,0.452,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2019年高考数学试卷（浙江）（空白卷）.pdf,deekur-数学-2019-041,5,2,cc2031cfa33e1058c5505adc1f133bf554312a3ed3aecfef0f537e46077756f3,6aaadbe5b05e6b5892fc68811fed48700194f50712121e0b09f9704702064720,2442,2043,0.431,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2020年高考数学试卷（浙江）（空白卷）.pdf,deekur-2020-13-math,4,2,66a3fb00767c464478a52e8aaf4a61463d2ff961e98322e52c4262b49b96f80b,b296c06804e80db1ff0e3d0703251bd9defbfc4391c27f6a791a0cf977d2aeba,1815,1929,0.500,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2021年高考数学试卷（浙江）（空白卷）.pdf,deekur-2021-23-math,7,2,4c9326f48fc8bb72507402dff82596f2046adc5504b4615796c672d333b707c7,f35dac67d19de7c16c05a3b11f0fc7e28365fb18cb244f434fb2adc3293896c8,2899,2213,0.428,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2022年高考数学试卷（浙江）（空白卷）.pdf,deekur-2022-33-math,6,2,0142ff79442aa9f13ff5a32cd40cc711a3edf9e416488637b410d1229b7f106c,fe18b67b7b110634b5f72ddc9a8ca908a97d98eda493502b00f38d3c1b57ac37,2864,2141,0.383,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2022年高考数学试卷（浙江）（空白卷）.pdf,temp-2022-数学-09dfad0d449a,6,,0142ff79442aa9f13ff5a32cd40cc711a3edf9e416488637b410d1229b7f106c,,2864,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（浙江）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（海南）数学高考真题/2020年高考数学试卷（新高考Ⅱ卷）（海南）（空白卷）.pdf,deekur-2020-11-math,7,2,6f23db752142cd85bb010fd49dc86a281b367718e54de01eb0d5535fedba6114,648f2c71e47a0fd5f427f2239e66af1c425a5fe159e47863a015d91fb198433c,3101,2501,0.454,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（海南）数学高考真题/2021年高考数学试卷（新高考Ⅱ卷）（空白卷）.pdf,deekur-2021-22-math,4,2,e8184d1038d4d5819feca844366d82a63acca6dcdbefaf34274877168e8bb72f,d7a8e5c1eba335eeacdd5f4cb2a0ea0a1808f05eb60f0f0e76e39d931324a7b2,2571,2415,0.501,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（海南）数学高考真题/2022年高考数学试卷（新高考Ⅱ卷）（空白卷）.pdf,deekur-2022-32-math,6,2,7cb5e4c6153eb1875c7244607b01dadc45747908cb02fa2015c58a6e4457dfa9,6cecb59ca321a14debd6ec251412df019c272c566c370d51d81bb155abe0f0d2,2759,2463,0.487,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（湖南）数学高考真题/2022年高考数学试卷（新高考Ⅰ卷）（空白卷）.pdf,deekur-2022-31-math,5,2,94fc1f5de1bf98d7da056561c4f0e3a587c7def4c967ecf1eb69bd2a26883eba,b24d853c3d228eca9875d0952c552afff22fecc2899cfcdf0a99e65c732d1941,2946,2352,0.480,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（湖南）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（甘肃）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（甘肃）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（辽宁）数学高考真题/2021年高考数学试卷（新高考Ⅱ卷）（空白卷）.pdf,deekur-2021-22-math,4,2,e8184d1038d4d5819feca844366d82a63acca6dcdbefaf34274877168e8bb72f,d7a8e5c1eba335eeacdd5f4cb2a0ea0a1808f05eb60f0f0e76e39d931324a7b2,2571,2415,0.501,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（辽宁）数学高考真题/2022年高考数学试卷（新高考Ⅱ卷）（空白卷）.pdf,deekur-2022-32-math,6,2,7cb5e4c6153eb1875c7244607b01dadc45747908cb02fa2015c58a6e4457dfa9,6cecb59ca321a14debd6ec251412df019c272c566c370d51d81bb155abe0f0d2,2759,2463,0.487,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（陕西）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（陕西）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（青海）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（青海）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（黑龙江）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2008-2024·（黑龙江）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（安徽）数学高考真题/2022年高考数学试卷（文）（全国乙卷）（空白卷）.pdf,temp-2022-数学-193147c003da,6,,1f4f0db6622221e7f6923bfa1ce05e1a9e7fbfbf703be778271c2fac28fa873d,,2693,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（安徽）数学高考真题/2022年高考数学试卷（理）（全国乙卷）（空白卷）.pdf,temp-2022-数学-d00e85ebf75c,5,,f2867631bd8e68a4c574dca49eb959f4ac357dbfaf4175ef896df38abe6822dc,,2982,0,,text_unavailable_or_too_short,no,,Stream has ended unexpectedly
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（安徽）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（湖北）数学高考真题/2022年高考数学试卷（新高考Ⅰ卷）（空白卷）.pdf,deekur-2022-31-math,5,2,94fc1f5de1bf98d7da056561c4f0e3a587c7def4c967ecf1eb69bd2a26883eba,b24d853c3d228eca9875d0952c552afff22fecc2899cfcdf0a99e65c732d1941,2946,2352,0.480,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（湖北）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（福建）数学高考真题/2022年高考数学试卷（新高考Ⅰ卷）（空白卷）.pdf,deekur-2022-31-math,5,2,94fc1f5de1bf98d7da056561c4f0e3a587c7def4c967ecf1eb69bd2a26883eba,b24d853c3d228eca9875d0952c552afff22fecc2899cfcdf0a99e65c732d1941,2946,2352,0.480,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（福建）数学高考真题/2024年高考数学试卷（新课标Ⅰ卷）（空白卷）.pdf,temp-2024-数学-3056423645c4,4,4,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,dfc396e20f7e7855dddf8c8fe3010e7c1efb17b162983ffcbeb23f69c3bb1f9f,2593,2593,1.000,full_text_and_page_match,yes,,
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（重庆）数学高考真题/2021年高考数学试卷（新高考Ⅱ卷）（空白卷）.pdf,deekur-2021-22-math,4,2,e8184d1038d4d5819feca844366d82a63acca6dcdbefaf34274877168e8bb72f,d7a8e5c1eba335eeacdd5f4cb2a0ea0a1808f05eb60f0f0e76e39d931324a7b2,2571,2415,0.501,content_or_page_difference,no,,
temp/版本2：数学（按省份分类）2008-2024/2012-2024·（重庆）数学高考真题/2022年高考数学试卷（新高考Ⅱ卷）（空白卷）.pdf,deekur-2022-32-math,6,2,7cb5e4c6153eb1875c7244607b01dadc45747908cb02fa2015c58a6e4457dfa9,6cecb59ca321a14debd6ec251412df019c272c566c370d51d81bb155abe0f0d2,2759,2463,0.487,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（天津）物理高考真题/2020年高考物理试卷（天津）（空白卷）.pdf,deekur-物理-2020-047,8,13,51743a904c73331676163beff23a601685722cf53b3591e44d868700783ca111,84a13dd7d9f35286c4211d0731db19f4a7e82a08b25cf4f49df01ea0af7125b7,3212,8808,0.505,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（天津）物理高考真题/2021年高考物理试卷（天津）（空白卷）.pdf,deekur-物理-2021-057,8,7,dd96f0234bdcfe1ad826f0a3d314aa30711c6fa69590957258ec85ad9af33075,79d4e19844ffada8e36690cd192092dd8501db78b8a0493ddf2f2302d32309ba,3410,6092,0.678,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（天津）物理高考真题/2022年高考物理试卷（天津）（缺第2-4题）（空白卷）.pdf,deekur-物理-2022-074,6,12,d1ceaa978c33c27703c142a28d7aad970e98109e20f66de1f491c53a90f0004d,ac34a49cd35714c88a5e6cbf2634ba262b3c59e2588a88e1351098aa2cc5c797,2384,7030,0.446,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（天津）物理高考真题/2023年高考物理试卷（天津）（空白卷）.pdf,deekur-物理-2023-091,6,7,cac0a32b6dab3a7c996c26e9a900a53b4eb988427823d5bba198b7c203c460af,52364ba7c878ee0914e7137c7a8768375798fd793f64dbfc8a5b7f14d5c4b9a3,2159,5040,0.543,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（贵州）物理高考真题/2020年高考物理试卷（新课标Ⅲ）（空白卷）.pdf,deekur-物理-2020-045,8,16,bd6f5f96fc1dadc048d6e77ea06f0719365197817fa0de0994e012f31fc5b37c,375f9a4820ec8c2e5fbb0611b78f22210cfbf8dca389d7a957744ff97abc45c3,3341,11910,0.413,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（贵州）物理高考真题/2021年高考物理试卷（全国甲卷）（空白卷）.pdf,deekur-物理-2021-055,8,12,a9ab35c7f02bbf2c3569224d06511f0de953a1828dc1b9da926d8ed260d8ccbf,5ebaf9feaa59b37c2f7ef0e52e642cf4204c19c730af8ab11e1fcf6165e5a708,4061,7927,0.641,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（贵州）物理高考真题/2022年高考物理试卷（全国甲卷）（空白卷）.pdf,deekur-物理-2022-072,8,13,0b38d6ee5dc799b3ee69a5b86ee0dd6e8a33c457d2b3775707b2d4e49702b747,a23283067cd4a27739939d05cf430a757a1144d748954eedc25c121f66612524,3670,9654,0.512,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2023·（贵州）物理高考真题/2023年高考物理试卷（全国甲卷）（空白卷）.pdf,deekur-物理-2023-089,7,10,e5b4d22c8cccf4c9c0624cefb9aeef6405c1050215e620eebb2454df8ec7b6a9,97c1a275c3739adc2ffd4ce18d7c937c101ec7aa956e620c7134f9056d20bd71,3156,6492,0.610,content_or_page_difference,no,,
temp/版本2：物理（按省份分类）2008-2024/2008-2024·（上海）物理高考真题/2020年高考物理试卷（上海）（空白卷）.pdf,deekur-物理-2020-042,5,5,e313ef660c26ae7d17cc154dcbc83ea8099696c41e046393185e689e300fe50f,e9fee7f22bfbf89efdf0c2f817b5884b42aaadf420406797f81a21f408adb988,2847,3271,0.695,content_or_page_difference,no,,
